unit_id,source_normalized_id,name,level,unit_type,unit_class,parent_id,region_id,subregion_id
village:mityana-kalangaalo-mutettema-lujaji,D068-C169-S003-P008-V005-01,LUJAJI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-mutettema,region:central,subregion:buganda
village:mityana-kalangaalo-mutettema-mutetema,D068-C169-S003-P008-V007-01,MUTETEMA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-mutettema,region:central,subregion:buganda
village:mityana-kalangaalo-mutettema-ndekuyamukungu,D068-C169-S003-P008-V008-01,NDEKUYAMUKUNGU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-mutettema,region:central,subregion:buganda
village:mityana-kalangaalo-mutettema-sirobera,D068-C169-S003-P008-V009-01,SIROBERA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-mutettema,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-bujaayu,D068-C169-S003-P021-V001-01,BUJAAYU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-serunyonyi,D068-C169-S003-P021-V002-01,SERUNYONYI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-kimuli,D068-C169-S003-P021-V003-01,KIMULI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-kasambya,D068-C169-S003-P021-V004-01,KASAMBYA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-kiryammuli,D068-C169-S003-P021-V005-01,KIRYAMMULI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-bujaayu-kitego,D068-C169-S003-P021-V007-01,KITEGO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-bujaayu,region:central,subregion:buganda
village:mityana-kalangaalo-kikube-kabuukira,D068-C169-S003-P024-V001-01,KABUUKIRA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikube,region:central,subregion:buganda
village:mityana-kalangaalo-kikube-kikube,D068-C169-S003-P024-V002-01,KIKUBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikube,region:central,subregion:buganda
village:mityana-kalangaalo-kikube-kyamanyooli,D068-C169-S003-P024-V004-01,KYAMANYOOLI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikube,region:central,subregion:buganda
village:mityana-kalangaalo-kikube-mirembe,D068-C169-S003-P024-V006-01,MIREMBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikube,region:central,subregion:buganda
village:mityana-kalangaalo-kikuuta-fululu,D068-C169-S003-P025-V001-01,FULULU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikuuta,region:central,subregion:buganda
village:mityana-kalangaalo-kikuuta-kikuuta,D068-C169-S003-P025-V003-01,KIKUUTA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikuuta,region:central,subregion:buganda
village:mityana-kalangaalo-kikuuta-mugoye,D068-C169-S003-P025-V006-01,MUGOYE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kikuuta,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-butebe,D068-C169-S003-P027-V001-01,BUTEBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-mukaaga,D068-C169-S003-P027-V002-01,MUKAAGA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-kisosonkole,D068-C169-S003-P027-V003-01,KISOSONKOLE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-kyamusisi,D068-C169-S003-P027-V004-01,KYAMUSISI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-magala,D068-C169-S003-P027-V007-01,MAGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-kyamusisi-nalyamagonja,D068-C169-S003-P027-V011-01,NALYAMAGONJA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-kyamusisi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-kibalangulo,D068-C169-S003-P031-V001-01,KIBALANGULO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-magoma-central,D068-C169-S003-P031-V002-01,MAGOMA CENTRAL,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-busembi,D068-C169-S003-P031-V003-01,BUSEMBI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-magoma-b,D068-C169-S003-P031-V004-01,MAGOMA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-binajja,D068-C169-S003-P031-V005-01,BINAJJA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-kalangaalo-busembi-kisigala,D068-C169-S003-P031-V006-01,KISIGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-kalangaalo-busembi,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-bukooba,D068-C170-S003-P010-V001-01,BUKOOBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-kyampisi,D068-C170-S003-P010-V002-01,KYAMPISI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-luteete,D068-C170-S003-P010-V003-01,LUTEETE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-kanyogoga,D068-C170-S003-P010-V005-01,KANYOGOGA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-kasenene,D068-C170-S003-P010-V006-01,KASENENE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-kiwamirembe,D068-C170-S003-P010-V009-01,KIWAMIREMBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-lukingiridde,D068-C170-S003-P010-V011-01,LUKINGIRIDDE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-bukooba-nakilagala,D068-C170-S003-P010-V012-01,NAKILAGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-bukooba,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-zzigi,D068-C170-S003-P021-V001-01,ZZIGI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-ggombe,D068-C170-S003-P021-V002-01,GGOMBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-kabaseke,D068-C170-S003-P021-V003-01,KABASEKE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-kagerekamu,D068-C170-S003-P021-V004-01,KAGEREKAMU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-katiiti,D068-C170-S003-P021-V007-01,KATIITI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-kawaala,D068-C170-S003-P021-V008-01,KAWAALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-kagerekamu-kyakkosi,D068-C170-S003-P021-V010-01,KYAKKOSI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kagerekamu,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-kyagalanyi,D068-C170-S003-P023-V001-01,KYAGALANYI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-najjanankumbi,D068-C170-S003-P023-V002-01,NAJJANANKUMBI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-kalagala,D068-C170-S003-P023-V003-01,KALAGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-kireka,D068-C170-S003-P023-V005-01,KIREKA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-magala,D068-C170-S003-P023-V007-01,MAGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-monde,D068-C170-S003-P023-V008-01,MONDE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-magala-nkuubi,D068-C170-S003-P023-V010-01,NKUUBI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-magala,region:central,subregion:buganda
village:mityana-ssekanyonyi-kasikombe-budimbo,D068-C170-S003-P028-V001-01,BUDIMBO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kasikombe,region:central,subregion:buganda
village:mityana-ssekanyonyi-kasikombe-bumbu,D068-C170-S003-P028-V002-01,BUMBU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kasikombe,region:central,subregion:buganda
village:mityana-ssekanyonyi-kasikombe-kasiikombe,D068-C170-S003-P028-V004-01,KASIIKOMBE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kasikombe,region:central,subregion:buganda
village:mityana-ssekanyonyi-kasikombe-kisamba,D068-C170-S003-P028-V006-01,KISAMBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kasikombe,region:central,subregion:buganda
village:mityana-ssekanyonyi-kasikombe-njagala-mwenge,D068-C170-S003-P028-V009-01,NJAGALA MWENGE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-kasikombe,region:central,subregion:buganda
village:mityana-namungo-kasangula-kasangula-a,D068-C170-S004-P018-V004-01,KASANGULA A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kasangula,region:central,subregion:buganda
village:mityana-namungo-kasangula-kasangula-b,D068-C170-S004-P018-V005-01,KASANGULA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kasangula,region:central,subregion:buganda
village:mityana-namungo-kasangula-kitavujja,D068-C170-S004-P018-V006-01,KITAVUJJA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kasangula,region:central,subregion:buganda
village:mityana-namungo-kasangula-nakiragala,D068-C170-S004-P018-V008-01,NAKIRAGALA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kasangula,region:central,subregion:buganda
village:mityana-namungo-kasangula-namasenene,D068-C170-S004-P018-V009-01,NAMASENENE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kasangula,region:central,subregion:buganda
village:mityana-namungo-kisaana-kawolongojjo,D068-C170-S004-P022-V005-01,KAWOLONGOJJO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-kikonge,D068-C170-S004-P022-V006-01,KIKONGE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-kisaana-a,D068-C170-S004-P022-V007-01,KISAANA A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-kisaana-b,D068-C170-S004-P022-V008-01,KISAANA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-nakabazzi,D068-C170-S004-P022-V011-01,NAKABAZZI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-samba,D068-C170-S004-P022-V013-01,SAMBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-kisaana-ssese,D068-C170-S004-P022-V014-01,SSESE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kisaana,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-bwesige,D068-C170-S004-P024-V003-01,BWESIGE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-kanyogoga,D068-C170-S004-P024-V004-01,KANYOGOGA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-kiteredde,D068-C170-S004-P024-V005-01,KITEREDDE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-mpiriggwa-a,D068-C170-S004-P024-V007-01,MPIRIGGWA A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-mpiriggwa-b,D068-C170-S004-P024-V008-01,MPIRIGGWA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-nabutaka,D068-C170-S004-P024-V010-01,NABUTAKA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-mpirigwa-zzira,D068-C170-S004-P024-V013-01,ZZIRA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mpirigwa,region:central,subregion:buganda
village:mityana-namungo-namungo-bulamu,D068-C170-S004-P025-V001-01,BULAMU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-namungo-ddundu,D068-C170-S004-P025-V002-01,DDUNDU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-namungo-kakoola,D068-C170-S004-P025-V003-01,KAKOOLA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-namungo-lunyolya,D068-C170-S004-P025-V007-01,LUNYOLYA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-namungo-namungo,D068-C170-S004-P025-V010-01,NAMUNGO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-namungo-walujjo,D068-C170-S004-P025-V011-01,WALUJJO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-namungo,region:central,subregion:buganda
village:mityana-namungo-kiteete-butale,D068-C170-S004-P030-V001-01,BUTALE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-buwalula-a,D068-C170-S004-P030-V002-01,BUWALULA A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-buwalula-b,D068-C170-S004-P030-V003-01,BUWALULA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-ddavula,D068-C170-S004-P030-V004-01,DDAVULA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-kiteete,D068-C170-S004-P030-V009-01,KITEETE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-mulambaalo,D068-C170-S004-P030-V010-01,MULAMBAALO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-kiteete-nakinyuguzi,D068-C170-S004-P030-V012-01,NAKINYUGUZI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-kiteete,region:central,subregion:buganda
village:mityana-namungo-mugulu-bukalakamba,D068-C170-S004-P032-V001-01,BUKALAKAMBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-namungo-mugulu-buteyongera,D068-C170-S004-P032-V002-01,BUTEYONGERA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-namungo-mugulu-mugulu,D068-C170-S004-P032-V003-01,MUGULU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-namungo-mugulu-kito,D068-C170-S004-P032-V006-01,KITO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-namungo-mugulu-nakwangu,D068-C170-S004-P032-V011-01,NAKWANGU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-namungo-mugulu-namugulu,D068-C170-S004-P032-V012-01,NAMUGULU,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-namungo-mugulu,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-nakasero,D068-C170-S005-P017-V001-01,NAKASERO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-kabbega,D068-C170-S005-P017-V002-01,KABBEGA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-kazinga,D068-C170-S005-P017-V005-01,KAZINGA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-kiweeka,D068-C170-S005-P017-V008-01,KIWEEKA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-makoba,D068-C170-S005-P017-V009-01,MAKOBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-nakirya,D068-C170-S005-P017-V011-01,NAKIRYA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-kabbega-ward-ssebobbo,D068-C170-S005-P017-V014-01,SSEBOBBO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-kabbega-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-bulyankuyege,D068-C170-S005-P019-V001-01,BULYANKUYEGE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-byamutunda,D068-C170-S005-P019-V003-01,BYAMUTUNDA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-kijjudde-a,D068-C170-S005-P019-V004-01,KIJJUDDE A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-kijjudde-b,D068-C170-S005-P019-V005-01,KIJJUDDE B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-kito,D068-C170-S005-P019-V006-01,KITO,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-lugeye,D068-C170-S005-P019-V008-01,LUGEYE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-bulyankuyege-ward-vvunamba,D068-C170-S005-P019-V012-01,VVUNAMBA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-bulyankuyege-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-bbira-a,D068-C170-S005-P026-V001-01,BBIRA A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-bbira-b,D068-C170-S005-P026-V002-01,BBIRA B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-butalale-a,D068-C170-S005-P026-V003-01,BUTALALE A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-kaswi,D068-C170-S005-P026-V004-01,KASWI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-kasirye,D068-C170-S005-P026-V005-01,KASIRYE,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-kittanswa,D068-C170-S005-P026-V006-01,KITTANSWA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-kitavujja,D068-C170-S005-P026-V007-01,KITAVUJJA,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-luguzi,D068-C170-S005-P026-V008-01,LUGUZI,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-luwonvu-a,D068-C170-S005-P026-V009-01,LUWONVU A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-luwonvu-b,D068-C170-S005-P026-V010-01,LUWONVU B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-sekanyonyi-a,D068-C170-S005-P026-V011-01,SEKANYONYI A,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-butalale-b,D068-C170-S005-P026-V012-01,BUTALALE B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-makajjo-barracks,D068-C170-S005-P026-V013-01,MAKAJJO BARRACKS,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
village:mityana-ssekanyonyi-town-ssekanyonyi-ward-sekanyonyi-b,D068-C170-S005-P026-V014-01,SEKANYONYI B,VILLAGE_TIER,VILLAGE,ADMINISTRATIVE,parish:mityana-ssekanyonyi-town-ssekanyonyi-ward,region:central,subregion:buganda
