unit_id,source_normalized_id,name,level,unit_type,unit_class,parent_id,region_id,subregion_id
region:central,,CENTRAL,REGION,REGION,ADMINISTRATIVE,,region:central,
region:eastern,,EASTERN,REGION,REGION,ADMINISTRATIVE,,region:eastern,
region:northern,,NORTHERN,REGION,REGION,ADMINISTRATIVE,,region:northern,
region:western,,WESTERN,REGION,REGION,ADMINISTRATIVE,,region:western,
subregion:buganda,,BUGANDA,SUBREGION,SUBREGION,ADMINISTRATIVE,region:central,region:central,subregion:buganda
subregion:kampala,,KAMPALA,SUBREGION,SUBREGION,ADMINISTRATIVE,region:central,region:central,subregion:kampala
subregion:bugisu,,BUGISU,SUBREGION,SUBREGION,ADMINISTRATIVE,region:eastern,region:eastern,subregion:bugisu
subregion:bukedi,,BUKEDI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:eastern,region:eastern,subregion:bukedi
subregion:busoga,,BUSOGA,SUBREGION,SUBREGION,ADMINISTRATIVE,region:eastern,region:eastern,subregion:busoga
subregion:sebei,,SEBEI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:eastern,region:eastern,subregion:sebei
subregion:teso,,TESO,SUBREGION,SUBREGION,ADMINISTRATIVE,region:eastern,region:eastern,subregion:teso
subregion:acholi,,ACHOLI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:northern,region:northern,subregion:acholi
subregion:karamoja,,KARAMOJA,SUBREGION,SUBREGION,ADMINISTRATIVE,region:northern,region:northern,subregion:karamoja
subregion:lango,,LANGO,SUBREGION,SUBREGION,ADMINISTRATIVE,region:northern,region:northern,subregion:lango
subregion:madi,,MADI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:northern,region:northern,subregion:madi
subregion:west-nile,,WEST NILE,SUBREGION,SUBREGION,ADMINISTRATIVE,region:northern,region:northern,subregion:west-nile
subregion:ankole,,ANKOLE,SUBREGION,SUBREGION,ADMINISTRATIVE,region:western,region:western,subregion:ankole
subregion:bunyoro,,BUNYORO,SUBREGION,SUBREGION,ADMINISTRATIVE,region:western,region:western,subregion:bunyoro
subregion:kigezi,,KIGEZI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:western,region:western,subregion:kigezi
subregion:rwenzori,,RWENZORI,SUBREGION,SUBREGION,ADMINISTRATIVE,region:western,region:western,subregion:rwenzori
subregion:tooro,,TOORO,SUBREGION,SUBREGION,ADMINISTRATIVE,region:western,region:western,subregion:tooro
district:apac,D001,APAC,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:arua,D002,ARUA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:bundibugyo,D003,BUNDIBUGYO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:rwenzori,region:western,subregion:rwenzori
district:bushenyi,D004,BUSHENYI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:gulu,D005,GULU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:hoima,D006,HOIMA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:iganga,D007,IGANGA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:jinja,D008,JINJA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:kabale,D009,KABALE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:kabarole,D010,KABAROLE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:kalangala,D011,KALANGALA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kampala,D012,KAMPALA,DISTRICT_CITY,CAPITAL_CITY,ADMINISTRATIVE,subregion:kampala,region:central,subregion:kampala
district:kamuli,D013,KAMULI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:kapchorwa,D014,KAPCHORWA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:sebei,region:eastern,subregion:sebei
district:kasese,D015,KASESE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:rwenzori,region:western,subregion:rwenzori
district:kibaale,D016,KIBAALE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:kiboga,D017,KIBOGA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kisoro,D018,KISORO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:kitgum,D019,KITGUM,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:kotido,D020,KOTIDO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:kumi,D021,KUMI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:lira,D022,LIRA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:luwero,D023,LUWEERO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:masaka,D024,MASAKA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:masindi,D025,MASINDI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:mbale,D026,MBALE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:mbarara,D027,MBARARA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:moroto,D028,MOROTO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:moyo,D029,MOYO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:madi,region:northern,subregion:madi
district:mpigi,D030,MPIGI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:mubende,D031,MUBENDE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:mukono,D032,MUKONO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:nebbi,D033,NEBBI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:ntungamo,D034,NTUNGAMO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:pallisa,D035,PALLISA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:rakai,D036,RAKAI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:rukungiri,D037,RUKUNGIRI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:soroti,D038,SOROTI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:tororo,D039,TORORO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:adjumani,D040,ADJUMANI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:madi,region:northern,subregion:madi
district:bugiri,D041,BUGIRI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:busia,D042,BUSIA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:katakwi,D043,KATAKWI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:nakasongola,D044,NAKASONGOLA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:sembabule,D045,SSEMBABULE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kamwenge,D046,KAMWENGE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:kayunga,D047,KAYUNGA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kyenjojo,D048,KYENJOJO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:mayuge,D049,MAYUGE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:pader,D050,PADER,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:sironko,D051,SIRONKO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:wakiso,D052,WAKISO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:yumbe,D053,YUMBE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:kaberamaido,D054,KABERAMAIDO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:kanungu,D055,KANUNGU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:nakapiripirit,D056,NAKAPIRIPIRIT,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:amolatar,D057,AMOLATAR,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:amuria,D058,AMURIA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:bukwo,D059,BUKWO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:sebei,region:eastern,subregion:sebei
district:butaleja,D060,BUTALEJA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:ibanda,D061,IBANDA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:isingiro,D062,ISINGIRO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:kaabong,D063,KAABONG,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:kaliro,D064,KALIRO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:kiruhura,D065,KIRUHURA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:koboko,D066,KOBOKO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:manafwa,D067,MANAFWA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:mityana,D068,MITYANA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:nakaseke,D069,NAKASEKE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:abim,D070,ABIM,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:amuru,D071,AMURU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:budaka,D072,BUDAKA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:buliisa,D073,BULIISA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:dokolo,D074,DOKOLO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:namutumba,D075,NAMUTUMBA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:oyam,D076,OYAM,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:maracha,D077,MARACHA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:bududa,D078,BUDUDA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:bukedea,D079,BUKEDEA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:lyantonde,D080,LYANTONDE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:amudat,D081,AMUDAT,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:buikwe,D082,BUIKWE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:buyende,D083,BUYENDE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:kyegegwa,D084,KYEGEGWA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:lamwo,D085,LAMWO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:otuke,D086,OTUKE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:zombo,D087,ZOMBO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:alebtong,D088,ALEBTONG,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:bulambuli,D089,BULAMBULI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:buvuma,D090,BUVUMA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:gomba,D091,GOMBA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kiryandongo,D092,KIRYANDONGO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:kyankwanzi,D093,KYANKWANZI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:luuka,D094,LUUKA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:namayingo,D095,NAMAYINGO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:ntoroko,D096,NTOROKO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:rwenzori,region:western,subregion:rwenzori
district:serere,D097,SERERE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:bukomansimbi,D098,BUKOMANSIMBI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:butambala,D099,BUTAMBALA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kalungu,D100,KALUNGU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:sheema,D101,SHEEMA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:kibuku,D102,KIBUKU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:kole,D103,KOLE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:kween,D104,KWEEN,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:sebei,region:eastern,subregion:sebei
district:lwengo,D105,LWENGO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:mitooma,D106,MITOOMA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:napak,D107,NAPAK,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:ngora,D108,NGORA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:buhweju,D109,BUHWEJU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:nwoya,D110,NWOYA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:agago,D111,AGAGO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:rubirizi,D112,RUBIRIZI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:kagadi,D113,KAGADI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:kakumiro,D114,KAKUMIRO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:omoro,D115,OMORO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
district:rubanda,D116,RUBANDA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:bunyangabu,D117,BUNYANGABU,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:butebo,D118,BUTEBO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bukedi,region:eastern,subregion:bukedi
district:kyotera,D119,KYOTERA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:namisindwa,D120,NAMISINDWA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:pakwach,D121,PAKWACH,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:rukiga,D122,RUKIGA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:kigezi,region:western,subregion:kigezi
district:bugweri,D123,BUGWERI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
district:kapelebyong,D124,KAPELEBYONG,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:kassanda,D125,KASSANDA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
district:kikuube,D126,KIKUUBE,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
district:kwania,D127,KWANIA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
district:nabilatuk,D128,NABILATUK,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:kalaki,D129,KALAKI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
district:karenga,D130,KARENGA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:karamoja,region:northern,subregion:karamoja
district:kazo,D131,KAZO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
district:kitagwenda,D132,KITAGWENDA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
district:madi-okollo,D133,MADI-OKOLLO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
district:obongi,D134,OBONGI,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:madi,region:northern,subregion:madi
district:rwampara,D135,RWAMPARA,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
city:arua,D136,ARUA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
city:gulu,D137,GULU CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:acholi,region:northern,subregion:acholi
city:jinja,D138,JINJA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:busoga,region:eastern,subregion:busoga
city:fort-portal,D139,FORT PORTAL CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:tooro,region:western,subregion:tooro
city:mbarara,D140,MBARARA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:ankole,region:western,subregion:ankole
city:masaka,D141,MASAKA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:buganda,region:central,subregion:buganda
city:mbale,D142,MBALE CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:bugisu,region:eastern,subregion:bugisu
district:terego,D143,TEREGO,DISTRICT_CITY,DISTRICT,ADMINISTRATIVE,subregion:west-nile,region:northern,subregion:west-nile
city:lira,D144,LIRA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:lango,region:northern,subregion:lango
city:hoima,D145,HOIMA CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:bunyoro,region:western,subregion:bunyoro
city:soroti,D146,SOROTI CITY,DISTRICT_CITY,CITY,ADMINISTRATIVE,subregion:teso,region:eastern,subregion:teso
county:apac-apac-municipality,,APAC MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:apac,region:northern,subregion:lango
county:apac-maruzi-county,,MARUZI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:apac,region:northern,subregion:lango
county:apac-maruzi-north-county,,MARUZI NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:apac,region:northern,subregion:lango
county:arua-vurra-county,,VURRA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:arua,region:northern,subregion:west-nile
county:bundibugyo-bughendera-county,,BUGHENDERA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:bundibugyo,region:western,subregion:rwenzori
county:bundibugyo-bwamba-county,,BWAMBA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:bundibugyo,region:western,subregion:rwenzori
county:bushenyi-bushenyi-ishaka-municipality,,BUSHENYI -ISHAKA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:bushenyi,region:western,subregion:ankole
county:bushenyi-igara-county-east,,IGARA COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:bushenyi,region:western,subregion:ankole
county:bushenyi-igara-county-west,,IGARA COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:bushenyi,region:western,subregion:ankole
county:gulu-aswa-county,,ASWA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:gulu,region:northern,subregion:acholi
county:hoima-bugahya-county,,BUGAHYA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:hoima,region:western,subregion:bunyoro
county:hoima-kigorobya-county,,KIGOROBYA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:hoima,region:western,subregion:bunyoro
county:iganga-iganga-municipality,,IGANGA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:iganga,region:eastern,subregion:busoga
county:iganga-kigulu-county-north,,KIGULU COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:iganga,region:eastern,subregion:busoga
county:iganga-kigulu-county-south,,KIGULU COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:iganga,region:eastern,subregion:busoga
county:jinja-butembe-county,,BUTEMBE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:jinja,region:eastern,subregion:busoga
county:jinja-kagoma-county,,KAGOMA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:jinja,region:eastern,subregion:busoga
county:jinja-kagoma-north-county,,KAGOMA NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:jinja,region:eastern,subregion:busoga
county:kabale-kabale-municipality,,KABALE MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kabale,region:western,subregion:kigezi
county:kabale-ndorwa-county-east,,NDORWA COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:kabale,region:western,subregion:kigezi
county:kabale-ndorwa-county-west,,NDORWA COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:kabale,region:western,subregion:kigezi
county:kabarole-burahya-county,,BURAHYA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kabarole,region:western,subregion:tooro
county:kalangala-bujumba-county,,BUJUMBA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kalangala,region:central,subregion:buganda
county:kalangala-kyamuswa-county,,KYAMUSWA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kalangala,region:central,subregion:buganda
county:kamuli-bugabula-county-north,,BUGABULA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kamuli,region:eastern,subregion:busoga
county:kamuli-bugabula-county-south,,BUGABULA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kamuli,region:eastern,subregion:busoga
county:kamuli-buzaaya-county,,BUZAAYA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kamuli,region:eastern,subregion:busoga
county:kamuli-kamuli-municipality,,KAMULI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kamuli,region:eastern,subregion:busoga
county:kapchorwa-kapchorwa-municipality,,KAPCHORWA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kapchorwa,region:eastern,subregion:sebei
county:kapchorwa-tingey-county,,TINGEY COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kapchorwa,region:eastern,subregion:sebei
county:kasese-bukonjo-county-west,,BUKONJO COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:kasese,region:western,subregion:rwenzori
county:kasese-bukonzo-county-east,,BUKONZO COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:kasese,region:western,subregion:rwenzori
county:kasese-busongora-county-north,,BUSONGORA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kasese,region:western,subregion:rwenzori
county:kasese-busongora-county-south,,BUSONGORA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kasese,region:western,subregion:rwenzori
county:kasese-kasese-municipality,,KASESE MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kasese,region:western,subregion:rwenzori
county:kibaale-buyanja-county,,BUYANJA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kibaale,region:western,subregion:bunyoro
county:kibaale-buyanja-east-county,,BUYANJA EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kibaale,region:western,subregion:bunyoro
county:kiboga-kiboga-east-county,,KIBOGA EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kiboga,region:central,subregion:buganda
